ISCO_version,major,major_label,sub_major,sub_major_label,minor,minor_label,unit,description
ISCO-08,4,Clerical Support Workers,42,Customer Services Clerks,422,Client Information Workers,4221,Travel Consultants and Clerks
ISCO-08,4,Clerical Support Workers,42,Customer Services Clerks,422,Client Information Workers,4222,Contact Centre Information Clerks
ISCO-08,4,Clerical Support Workers,42,Customer Services Clerks,422,Client Information Workers,4223,Telephone Switchboard Operators
ISCO-08,4,Clerical Support Workers,42,Customer Services Clerks,422,Client Information Workers,4224,Hotel Receptionists
ISCO-08,4,Clerical Support Workers,42,Customer Services Clerks,422,Client Information Workers,4225,Inquiry Clerks
ISCO-08,4,Clerical Support Workers,42,Customer Services Clerks,422,Client Information Workers,4226,Receptionists (general)
ISCO-08,4,Clerical Support Workers,42,Customer Services Clerks,422,Client Information Workers,4227,Survey and Market Research Interviewers
ISCO-08,4,Clerical Support Workers,42,Customer Services Clerks,422,Client Information Workers,4229,Client Information Workers Not Elsewhere Classified
ISCO-08,4,Clerical Support Workers,43,Numerical and Material Recording Clerks,431,Numerical Clerks,4311,Accounting and Bookkeeping Clerks
ISCO-08,4,Clerical Support Workers,43,Numerical and Material Recording Clerks,431,Numerical Clerks,4312,"Statistical, Finance and Insurance Clerks"
ISCO-08,4,Clerical Support Workers,43,Numerical and Material Recording Clerks,431,Numerical Clerks,4313,Payroll Clerks
ISCO-08,4,Clerical Support Workers,43,Numerical and Material Recording Clerks,432,Material Recording and Transport Clerks,4321,Stock Clerks
ISCO-08,4,Clerical Support Workers,43,Numerical and Material Recording Clerks,432,Material Recording and Transport Clerks,4322,Production Clerks
ISCO-08,4,Clerical Support Workers,43,Numerical and Material Recording Clerks,432,Material Recording and Transport Clerks,4323,Transport Clerks
ISCO-08,4,Clerical Support Workers,44,Other Clerical Support Workers,441,Other Clerical Support Workers,4411,Library Clerks
ISCO-08,4,Clerical Support Workers,44,Other Clerical Support Workers,441,Other Clerical Support Workers,4412,Mail Carriers and Sorting Clerks
ISCO-08,4,Clerical Support Workers,44,Other Clerical Support Workers,441,Other Clerical Support Workers,4413,"Coding, Proofreading and Related Clerks"
ISCO-08,4,Clerical Support Workers,44,Other Clerical Support Workers,441,Other Clerical Support Workers,4414,Scribes and Related Workers
ISCO-08,4,Clerical Support Workers,44,Other Clerical Support Workers,441,Other Clerical Support Workers,4415,Filing and Copying Clerks
ISCO-08,4,Clerical Support Workers,44,Other Clerical Support Workers,441,Other Clerical Support Workers,4416,Personnel Clerks
ISCO-08,4,Clerical Support Workers,44,Other Clerical Support Workers,441,Other Clerical Support Workers,4419,Clerical Support Workers Not Elsewhere Classified
ISCO-08,5,Services And Sales Workers,51,Personal Services Workers,511,"Travel Attendants, Conductors and Guides",5111,Travel Attendants and Travel Stewards
ISCO-08,5,Services And Sales Workers,51,Personal Services Workers,511,"Travel Attendants, Conductors and Guides",5112,Transport Conductors
ISCO-08,5,Services And Sales Workers,51,Personal Services Workers,511,"Travel Attendants, Conductors and Guides",5113,Travel Guides
ISCO-08,5,Services And Sales Workers,51,Personal Services Workers,512,Cooks,5120,Cooks
ISCO-08,5,Services And Sales Workers,51,Personal Services Workers,513,Waiters and Bartenders,5131,Waiters
ISCO-08,5,Services And Sales Workers,51,Personal Services Workers,513,Waiters and Bartenders,5132,Bartenders
ISCO-08,5,Services And Sales Workers,51,Personal Services Workers,514,"Hairdressers, Beauticians and Related Workers",5141,Hairdressers
ISCO-08,5,Services And Sales Workers,51,Personal Services Workers,514,"Hairdressers, Beauticians and Related Workers",5142,Beauticians and Related Workers
ISCO-08,5,Services And Sales Workers,51,Personal Services Workers,515,Building and Housekeeping Supervisors,5151,"Cleaning and Housekeeping Supervisors in Offices, Hotels and Other Establishments"
ISCO-08,5,Services And Sales Workers,51,Personal Services Workers,515,Building and Housekeeping Supervisors,5152,Domestic Housekeepers
ISCO-08,5,Services And Sales Workers,51,Personal Services Workers,515,Building and Housekeeping Supervisors,5153,Building Caretakers
ISCO-08,5,Services And Sales Workers,51,Personal Services Workers,516,Other Personal Services Workers,5161,"Astrologers, Fortune-tellers and Related Workers"
ISCO-08,5,Services And Sales Workers,51,Personal Services Workers,516,Other Personal Services Workers,5162,Companions and Valets
ISCO-08,5,Services And Sales Workers,51,Personal Services Workers,516,Other Personal Services Workers,5163,Undertakers and Embalmers
ISCO-08,5,Services And Sales Workers,51,Personal Services Workers,516,Other Personal Services Workers,5164,Pet Groomers and Animal Care Workers
ISCO-08,5,Services And Sales Workers,51,Personal Services Workers,516,Other Personal Services Workers,5165,Driving Instructors
ISCO-08,5,Services And Sales Workers,51,Personal Services Workers,516,Other Personal Services Workers,5169,Personal Services Workers Not Elsewhere Classified
ISCO-08,5,Services And Sales Workers,52,Sales Workers,521,Street and Market Salespersons,5211,Stall and Market Salespersons
ISCO-08,5,Services And Sales Workers,52,Sales Workers,521,Street and Market Salespersons,5212,Street Food Salespersons
ISCO-08,5,Services And Sales Workers,52,Sales Workers,522,Shop Salespersons ,5221,Shopkeepers
ISCO-08,5,Services And Sales Workers,52,Sales Workers,522,Shop Salespersons ,5222,Shop Supervisors
ISCO-08,5,Services And Sales Workers,52,Sales Workers,522,Shop Salespersons ,5223,Shop Sales Assistants
ISCO-08,5,Services And Sales Workers,52,Sales Workers,523,Cashiers and Ticket Clerks,5230,Cashiers and Ticket Clerks
ISCO-08,5,Services And Sales Workers,52,Sales Workers,524,Other Sales Workers,5241,Fashion and Other Models
ISCO-08,5,Services And Sales Workers,52,Sales Workers,524,Other Sales Workers,5242,Sales Demonstrators
ISCO-08,5,Services And Sales Workers,52,Sales Workers,524,Other Sales Workers,5243,Door-to-door Salespersons
ISCO-08,5,Services And Sales Workers,52,Sales Workers,524,Other Sales Workers,5244,Contact Centre Salespersons
ISCO-08,5,Services And Sales Workers,52,Sales Workers,524,Other Sales Workers,5245,Service Station Attendants
ISCO-08,5,Services And Sales Workers,52,Sales Workers,524,Other Sales Workers,5246,Food Service Counter Attendants
ISCO-08,5,Services And Sales Workers,52,Sales Workers,524,Other Sales Workers,5249,Sales Workers Not Elsewhere Classified
ISCO-08,5,Services And Sales Workers,53,Personal Care Workers,531,Child Care Workers and Teachers’ Aides,5311,Child Care Workers
ISCO-08,5,Services And Sales Workers,53,Personal Care Workers,531,Child Care Workers and Teachers’ Aides,5312,Teachers’ Aides
ISCO-08,5,Services And Sales Workers,53,Personal Care Workers,532,Personal Care Workers in Health Services,5321,Health Care Assistants
ISCO-08,5,Services And Sales Workers,53,Personal Care Workers,532,Personal Care Workers in Health Services,5322,Home-based Personal Care Workers
ISCO-08,5,Services And Sales Workers,53,Personal Care Workers,532,Personal Care Workers in Health Services,5329,Personal Care Workers in Health Services Not Elsewhere Classified
ISCO-08,5,Services And Sales Workers,54,Protective Services Workers,541,Protective Services Workers,5411,Firefighters
ISCO-08,5,Services And Sales Workers,54,Protective Services Workers,541,Protective Services Workers,5412,Police Officers
ISCO-08,5,Services And Sales Workers,54,Protective Services Workers,541,Protective Services Workers,5413,Prison Guards
ISCO-08,5,Services And Sales Workers,54,Protective Services Workers,541,Protective Services Workers,5414,Security Guards
ISCO-08,5,Services And Sales Workers,54,Protective Services Workers,541,Protective Services Workers,5419,Protective Services Workers Not Elsewhere Classified
ISCO-08,6,"Skilled Agricultural, Forestry and Fishery Workers",61,Market-oriented Skilled Agricultural Workers,611,Market Gardeners and Crop Growers,6111,Field Crop and Vegetable Growers
ISCO-08,6,"Skilled Agricultural, Forestry and Fishery Workers",61,Market-oriented Skilled Agricultural Workers,611,Market Gardeners and Crop Growers,6112,Tree and Shrub Crop Growers
ISCO-08,6,"Skilled Agricultural, Forestry and Fishery Workers",61,Market-oriented Skilled Agricultural Workers,611,Market Gardeners and Crop Growers,6113,Gardeners; Horticultural and Nursery Growers
ISCO-08,6,"Skilled Agricultural, Forestry and Fishery Workers",61,Market-oriented Skilled Agricultural Workers,611,Market Gardeners and Crop Growers,6114,Mixed Crop Growers
ISCO-08,6,"Skilled Agricultural, Forestry and Fishery Workers",61,Market-oriented Skilled Agricultural Workers,612,Animal Producers,6121,Livestock and Dairy Producers
ISCO-08,6,"Skilled Agricultural, Forestry and Fishery Workers",61,Market-oriented Skilled Agricultural Workers,612,Animal Producers,6122,Poultry Producers
ISCO-08,6,"Skilled Agricultural, Forestry and Fishery Workers",61,Market-oriented Skilled Agricultural Workers,612,Animal Producers,6123,Apiarists and Sericulturists
ISCO-08,6,"Skilled Agricultural, Forestry and Fishery Workers",61,Market-oriented Skilled Agricultural Workers,612,Animal Producers,6129,Animal Producers Not Elsewhere Classified
ISCO-08,6,"Skilled Agricultural, Forestry and Fishery Workers",61,Market-oriented Skilled Agricultural Workers,613,Mixed Crop and Animal Producers,6130,Mixed Crop and Animal Producers
ISCO-08,6,"Skilled Agricultural, Forestry and Fishery Workers",62,"Market-oriented Skilled Forestry, Fishery and Hunting Workers",621,Forestry and Related Workers,6210,Forestry and Related Workers
ISCO-08,6,"Skilled Agricultural, Forestry and Fishery Workers",62,"Market-oriented Skilled Forestry, Fishery and Hunting Workers",622,"Fishery Workers, Hunters and Trappers",6221,Aquaculture Workers
